,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionDate_hour,TransactionWeekNumber,DaysSinceLastPurchase,MSE_AE_zscores,MSE_AE,MSE_AE_Fraud
94,1,0,29,1,72,1,1143.52,2,16,9,612.66875,-0.45392016,0.7330356,False
95,0,1,51,1,127,1,7708.41,3,16,26,496.66180555555553,-0.92767185,0.4544077,False
96,0,1,27,3,185,1,1872.96,4,17,16,565.6131944444444,-0.23700969,0.8606073,False
97,1,0,57,1,78,1,201.04,5,17,29,475.62708333333336,-0.74266124,0.5632181,False
98,1,1,71,2,133,1,2115.8,1,17,35,429.6118055555556,-0.87762827,0.48383987,False
99,1,1,37,0,175,1,7643.66,2,16,37,419.6590277777778,-0.8973763,0.47222546,False
100,1,1,30,1,24,1,8901.93,5,17,4,649.6166666666667,-0.10587324,0.9377327,False
101,0,2,20,3,167,1,9383.43,4,16,32,450.6611111111111,0.10997653,1.0646806,False
102,0,1,55,0,164,1,1181.31,4,18,42,384.56597222222223,0.29020604,1.1706791,False
103,1,1,27,1,146,1,9418.86,2,16,8,618.6520833333333,-0.6295959,0.6297153,False
104,1,0,32,1,235,1,7954.92,0,16,1,671.6458333333334,0.63110125,1.37117,False
105,1,2,46,1,51,1,9418.08,4,16,48,339.65208333333334,-0.26440156,0.8444973,False
106,1,2,59,2,80,1,6144.68,3,16,44,368.63680555555555,-0.7137962,0.58019453,False
107,1,1,27,3,17,1,420.65,5,16,10,608.6416666666667,0.055870585,1.0328592,False
108,1,2,22,3,35,1,447.82,3,18,48,342.5673611111111,0.6934475,1.4078377,False
109,1,0,63,2,147,1,7981.45,4,16,31,461.6479166666667,-0.9199254,0.45896366,False
110,1,0,53,2,73,1,1829.9,1,16,47,347.6625,-0.3467074,0.7960907,False
111,1,0,25,3,180,1,985.06,4,16,12,593.6534722222223,-0.19328369,0.8863239,False
112,0,2,51,1,174,1,8849.26,0,18,16,563.5694444444445,0.4770131,1.2805461,False
113,0,0,78,2,282,1,3528.72,3,17,9,613.5951388888889,0.9686568,1.5696968,False
114,1,2,40,1,104,1,480.16,0,16,6,632.6347222222222,-0.036646683,0.97844696,False
115,1,2,47,0,107,1,12145.27,3,16,29,471.6430555555556,-0.50092185,0.7053925,False
116,0,2,68,0,47,1,13546.75,6,17,41,391.63194444444446,1.2895832,1.7584435,False
117,0,0,43,1,122,2,5688.37,1,16,1,307.6479166666667,0.6011767,1.3535705,False
118,1,2,26,1,62,1,8346.64,0,16,27,485.66319444444446,-0.47023734,0.723439,False
119,1,1,39,1,167,1,6481.04,4,17,21,531.6256944444444,-1.3595686,0.20039593,False
120,1,0,69,2,121,1,1651.33,2,16,33,445.66041666666666,-0.7750539,0.544167,False
121,0,2,46,0,165,1,11174.94,4,16,46,352.6722222222222,0.46121755,1.2712562,False
122,1,2,27,3,91,1,145.5,5,17,21,531.6125,-0.39762503,0.7661445,False
123,1,2,41,1,61,1,4172.57,5,17,34,436.6145833333333,-0.9197257,0.45908105,False
124,1,0,56,2,41,1,5558.36,4,16,48,342.64722222222224,-0.36504808,0.785304,False
125,0,2,70,0,247,1,11151.53,5,17,31,457.60069444444446,0.83494174,1.4910549,False
126,1,1,57,0,158,1,1415.52,4,16,36,426.6402777777778,-0.8299607,0.5118746,False
127,1,2,26,3,80,1,1103.64,3,17,32,452.6076388888889,-0.68012017,0.60000044,False
128,1,2,26,3,108,1,303.68,1,16,36,423.6666666666667,-0.32862467,0.80672574,False
129,1,1,58,0,144,1,5541.57,3,16,28,481.6458333333333,-1.1491617,0.32414266,False
130,1,1,33,1,105,1,6309.8,1,17,27,489.6201388888889,-1.3131887,0.2276734,False
131,0,1,78,2,40,1,5133.61,5,17,39,405.62361111111113,0.060917206,1.0358273,False
132,1,2,47,1,273,1,9344.98,2,17,47,349.62361111111113,0.161998,1.095276,False
133,0,1,23,3,254,1,1117.97,4,17,46,352.61319444444445,0.663458,1.3902,False
134,1,0,56,0,75,1,11835.35,3,16,34,440.6409722222222,-0.37674218,0.77842635,False
135,1,0,50,0,124,1,14401.17,5,16,42,384.6333333333333,0.38543716,1.2266874,False
136,1,2,18,3,68,1,1748.69,1,17,25,502.6152777777778,-0.3711251,0.78172994,False
137,1,1,21,3,18,1,1000.46,3,16,3,657.6361111111111,0.2826706,1.1662472,False
138,1,2,69,0,118,1,6810.05,2,16,47,347.6673611111111,-0.1217656,0.9283859,False
139,1,2,23,3,120,1,263.98,2,16,35,429.6659722222222,-0.42835099,0.74807364,False
140,1,2,30,0,246,1,5442.76,3,18,43,377.56319444444443,0.36597246,1.2152396,False
141,1,0,80,2,21,1,2037.85,4,16,43,377.6388888888889,0.14123972,1.0830674,False
142,1,0,18,3,294,1,341.94,5,17,27,489.6034722222222,0.6547783,1.3850952,False
143,0,2,66,2,17,1,1066.59,5,16,43,376.6458333333333,0.50509626,1.2970626,False
144,0,1,69,2,166,1,6077.96,1,16,39,405.63402777777776,-0.28962392,0.8296633,False
145,1,0,20,3,92,1,1659.15,1,17,7,626.5902777777778,0.03895149,1.0229086,False
146,1,1,77,2,296,1,2042.22,5,17,35,431.6166666666667,0.31961015,1.1879725,False
147,1,2,41,0,142,5,421.93,4,18,15,570.5645833333333,6.29823,4.7041826,True
148,1,0,66,0,141,1,10113.66,4,16,30,464.6534722222222,-0.46010843,0.7293961,False
149,1,2,54,2,92,1,4446.17,6,17,6,636.6,-0.19116768,0.8875684,False
150,1,2,80,2,113,1,6452.77,3,18,30,468.5840277777778,-0.19153121,0.8873546,False
151,0,1,35,1,293,1,2788.2,2,16,47,349.65208333333334,0.6010301,1.3534843,False
152,1,2,20,3,160,1,596.16,2,16,41,391.6361111111111,-0.17097522,0.8994442,False
153,1,1,61,0,265,1,12904.66,3,16,44,366.64166666666665,0.5534922,1.3255258,False
154,1,0,37,1,245,1,9062.4,3,16,7,627.6444444444444,-0.055311155,0.9674698,False
155,0,2,36,1,171,1,9009.56,5,17,36,426.59166666666664,-0.2486526,0.85375977,False
156,0,2,20,3,72,1,1152.2,6,16,30,465.65972222222223,0.48185706,1.2833949,False
157,0,1,68,0,129,1,12168.37,2,16,16,566.6666666666666,0.20220234,1.1189214,False
158,1,1,23,3,122,1,611.86,5,17,38,411.60625,-0.51885235,0.694847,False
159,1,2,62,0,99,1,8670.53,0,16,22,522.6451388888889,-0.28574398,0.8319452,False
160,0,2,53,0,177,1,10098.86,1,17,41,391.61597222222224,0.21832322,1.1284026,False
161,1,1,33,0,285,1,5307.74,0,16,2,664.6625,0.9254086,1.5442612,False
162,0,1,56,2,53,1,1047.28,3,18,21,527.5791666666667,-0.17303082,0.89823526,False
163,1,1,70,0,125,1,6921.48,1,17,33,447.6,-0.7615891,0.55208606,False
164,1,1,51,2,137,1,1475.46,3,18,47,345.5541666666667,-0.361314,0.78750014,False
165,1,0,34,1,165,1,112.76,6,18,5,642.5701388888889,0.66578346,1.3915677,False
166,1,1,75,2,268,1,5669.66,2,16,7,628.6673611111111,0.21591869,1.1269884,False
167,0,2,53,2,162,2,1309.95,3,17,18,551.6291666666667,-0.18839678,0.88919806,False
168,1,1,31,1,36,1,4057.1,2,17,49,335.62569444444443,-0.5699946,0.66476864,False
169,1,0,22,3,109,1,1585.98,1,17,20,537.6118055555555,-0.4848892,0.71482176,False
170,1,1,31,1,17,1,6825.55,3,16,12,594.6326388888889,-0.74468595,0.56202734,False
171,1,1,56,2,96,1,5516.5,1,18,34,436.5875,-0.7462058,0.56113344,False
172,1,2,76,2,43,1,5343.3,0,17,20,538.6118055555555,-0.19489163,0.88537824,False
173,1,1,22,3,36,1,903.05,0,16,22,524.6361111111111,-0.16790372,0.90125066,False
174,1,2,24,3,19,1,1806.16,1,16,12,592.6645833333333,0.088066764,1.0517948,False
175,1,1,26,3,14,1,787.74,5,16,20,534.6381944444445,-0.26895413,0.8418198,False
176,1,0,29,1,106,1,2429.68,5,18,6,632.5861111111111,0.16104393,1.0947149,False
177,1,0,19,3,164,1,770.37,4,16,21,531.6583333333333,-0.34671804,0.79608446,False
178,1,2,71,2,46,1,1182.77,1,16,51,321.6388888888889,0.34378988,1.2021934,False
179,0,2,54,1,54,1,726.55,0,16,47,348.63125,0.54227746,1.31893,False
180,1,2,41,0,123,1,14464.3,2,17,29,473.62847222222223,-0.15168089,0.9107918,False
181,1,0,58,0,82,1,12046.3,6,16,16,564.65,0.23511644,1.1382792,False
182,1,1,73,2,100,1,7885.64,2,16,46,356.6645833333333,-0.50534517,0.702791,False
183,0,1,19,3,201,1,1952.35,4,16,14,576.6472222222222,0.13132079,1.0772338,False
184,1,0,59,0,299,1,7328.52,4,16,1,670.6416666666667,1.1070766,1.6511058,False
185,1,0,59,1,109,1,3210.39,2,16,5,643.6618055555556,-0.43977478,0.74135494,False
186,1,2,78,2,57,1,5726.2,0,16,36,424.6402777777778,-0.07371172,0.9566479,False
187,1,0,62,2,52,1,1363.65,6,16,9,612.6673611111111,0.06916899,1.0406804,False
188,0,0,60,1,245,1,1241.99,5,17,43,377.61597222222224,0.4654378,1.2737383,False
189,1,0,38,0,235,1,7873.28,4,16,1,669.6722222222222,0.4554175,1.267845,False
190,1,1,79,2,165,1,5674.32,0,17,28,482.59513888888887,-0.52268,0.69259584,False
191,0,1,49,0,141,1,9840.04,3,17,38,412.62638888888887,-0.43641537,0.7433307,False
192,0,1,43,0,101,1,10328.23,5,16,37,419.65555555555557,-0.13157932,0.92261416,False
193,0,2,25,3,24,1,293.24,4,17,4,646.6076388888889,0.8564117,1.503682,False
194,1,1,52,1,132,1,7486.63,1,17,27,489.59722222222223,-1.3128278,0.22788559,False
195,0,1,50,0,131,1,11385.37,4,16,13,587.6444444444444,-0.029968292,0.9823747,False
196,1,1,69,2,165,1,7264.79,3,16,34,440.66180555555553,-1.0398667,0.38842246,False
197,1,1,62,2,75,1,2762.48,5,17,30,468.63125,-1.0792328,0.36527002,False
198,1,2,62,2,32,1,6675.03,1,17,43,376.62361111111113,-0.40618175,0.76111203,False
199,1,1,53,2,236,1,7432.99,2,16,31,461.65486111111113,-0.9305474,0.45271647,False
200,1,0,19,3,14,1,1057.0,3,17,24,510.6090277777778,-0.2518607,0.851873,False
201,1,2,43,0,161,1,5956.89,4,16,48,339.6375,-0.29475376,0.82664627,False
202,1,1,59,1,151,1,7261.59,2,18,46,354.5493055555556,-0.36659685,0.78439313,False
203,1,1,64,2,107,1,4943.16,2,16,5,643.6722222222222,-0.6271881,0.6311314,False
204,1,1,60,1,100,1,8127.48,6,16,21,528.6513888888888,-0.75648534,0.55508775,False
205,1,0,68,2,63,1,1748.02,4,16,34,437.6409722222222,-0.66124994,0.6110986,False
206,1,0,31,1,108,1,9660.22,0,16,18,549.65625,-0.44940224,0.73569274,False
207,1,0,46,1,143,1,6371.51,5,17,6,636.6006944444445,-0.49343267,0.7097971,False
208,1,0,54,0,214,1,9442.47,1,18,7,625.5770833333333,0.61954945,1.3643761,False
209,0,0,63,2,61,1,5959.2,4,17,32,454.6111111111111,-0.4884624,0.7127203,False
210,1,0,65,0,158,1,13531.22,2,16,8,618.65625,0.4527732,1.2662898,False
211,1,0,40,0,145,1,11500.62,5,16,31,461.6715277777778,-0.33792943,0.8012533,False
212,1,0,61,2,72,1,1389.37,1,16,49,332.65763888888887,-0.098884426,0.94184303,False
213,1,0,55,1,171,1,6706.56,6,18,12,594.5722222222222,0.10827615,1.0636805,False
214,0,2,57,0,149,1,7175.29,4,18,9,611.5888888888888,0.5282524,1.3106815,False
215,1,0,25,3,202,1,420.67,1,16,21,529.6541666666667,-0.18438795,0.8915558,False
216,1,1,75,2,99,1,7323.53,3,16,21,531.6611111111112,-0.9435698,0.4450576,False
217,1,0,50,0,106,1,8395.85,5,16,34,440.6722222222222,-0.61056954,0.6409053,False
218,0,2,33,1,161,1,5140.93,1,18,27,485.5861111111111,-0.050596036,0.9702429,False
219,1,0,63,0,180,1,7945.57,4,17,1,667.63125,0.21338868,1.1255004,False
220,1,1,44,0,42,1,5873.54,1,16,42,381.6423611111111,-0.5794701,0.65919584,False
221,0,2,76,2,37,1,3074.45,2,16,48,341.6381944444444,0.5849453,1.3440243,False
222,1,0,64,2,131,1,6155.76,4,17,28,482.62152777777777,-1.086167,0.3611919,False
223,1,2,28,1,15,1,8318.29,1,18,26,496.5708333333333,-0.06750378,0.96029896,False
224,1,0,58,1,64,1,230.09,5,16,2,660.64375,0.20061769,1.1179894,False
225,1,1,57,2,119,1,2513.56,4,16,51,320.6354166666667,-0.52935576,0.6886696,False
226,1,1,41,0,292,1,10090.05,5,16,39,402.66041666666666,0.35797304,1.2105349,False
227,1,0,22,3,176,1,480.19,3,16,2,664.6354166666666,0.378122,1.2223852,False
228,1,0,48,0,85,1,1120.88,5,16,45,362.6423611111111,-0.16464192,0.90316904,False
229,1,0,21,3,62,1,370.81,5,18,48,340.5840277777778,0.8234236,1.4842807,False
230,1,0,43,0,159,1,13498.55,0,16,44,367.6458333333333,0.54317296,1.3194567,False
231,1,1,40,0,124,3,14804.7,3,18,8,622.5611111111111,2.117851,2.2455733,True
232,0,1,46,1,35,1,3057.4,0,18,43,377.55,0.4348127,1.2557267,False
233,1,0,51,0,141,1,14942.78,3,16,4,650.6381944444445,0.70259494,1.4132177,False
234,1,0,39,0,49,1,14143.32,6,18,46,356.5736111111111,1.370115,1.8058068,False
235,0,0,56,2,161,1,6736.3,1,17,38,411.61875,-0.38206112,0.7752981,False
236,1,1,48,1,10,1,3313.07,4,16,48,342.6701388888889,-0.4366056,0.74321884,False
237,1,1,54,0,14,1,829.71,4,17,10,604.5979166666667,-0.3108732,0.8171659,False
238,0,2,53,2,170,1,1540.87,0,16,3,656.66875,0.64478457,1.3792176,False
239,0,2,32,1,144,1,6820.23,2,16,18,549.6416666666667,-0.5089885,0.70064825,False
240,1,2,35,0,85,1,13475.14,6,17,1,667.6222222222223,1.0748881,1.6321747,False
241,1,1,32,1,130,1,714.45,4,17,6,636.5923611111111,-0.64152336,0.6227004,False
242,1,0,21,3,282,1,1306.91,5,17,43,377.62152777777777,0.7091962,1.4171001,False
243,0,2,56,1,189,1,7255.33,2,16,31,461.66319444444446,-0.4588198,0.730154,False
244,1,1,59,2,156,1,1153.84,5,16,1,307.66875,-0.09350194,0.94500864,False
245,0,1,77,2,55,1,6647.73,5,17,8,622.6118055555555,0.28058955,1.1650233,False
246,1,1,22,3,81,1,8709.77,1,17,45,363.6145833333333,-0.30329508,0.82162285,False
247,1,2,23,3,74,1,857.9,3,16,42,381.66319444444446,-0.23852846,0.8597141,False
248,0,2,53,0,185,1,509.45,2,16,37,418.6423611111111,0.02243535,1.0131949,False
249,1,0,51,1,158,1,2812.06,5,16,2,664.6680555555556,-0.08720066,0.9487146,False
250,1,2,57,1,118,1,6179.91,3,18,36,426.5805555555556,-0.6369757,0.62537503,False
251,0,1,26,1,134,1,6609.3,1,16,5,643.6652777777778,0.0078180265,1.004598,False
252,1,1,67,2,143,1,3484.32,3,16,51,317.65416666666664,-0.43218893,0.7458164,False
253,1,0,18,3,13,1,754.21,4,16,35,431.6659722222222,0.015253979,1.0089713,False
254,1,2,18,3,65,1,751.09,5,16,52,314.63402777777776,0.66455984,1.390848,False
255,0,1,39,0,86,1,8510.09,5,16,19,545.6430555555555,-0.29637152,0.8256948,False
256,1,2,58,0,13,1,1508.72,0,16,27,488.65208333333334,-0.028711602,0.9831138,False
257,1,2,18,3,148,1,511.37,4,17,7,629.6194444444444,0.09090343,1.0534631,False
258,1,0,59,0,215,1,12648.32,2,16,36,424.65277777777777,0.08654475,1.0508996,False
259,0,1,54,1,44,1,233.21,1,18,21,527.5798611111111,0.09845796,1.0579062,False
260,1,0,23,3,154,1,1092.92,5,17,38,412.6111111111111,-0.2934018,0.8274414,False
261,1,0,59,1,161,1,6711.15,2,18,33,447.5798611111111,-0.572851,0.66308874,False
262,0,2,25,3,61,1,459.37,1,18,6,634.5756944444445,1.170266,1.6882694,False
263,1,1,79,2,30,1,6994.34,5,16,29,473.6347222222222,-0.41248152,0.75740695,False
264,1,1,43,1,168,1,7071.09,5,16,31,461.6736111111111,-1.1461915,0.32588956,False
265,1,0,44,1,156,1,9045.19,2,18,14,578.5631944444444,-0.37770274,0.7778614,False
266,0,2,79,2,129,4,5238.71,4,16,16,566.6388888888889,3.5363665,3.0798457,True
267,1,2,43,1,22,1,9642.12,4,16,27,485.64722222222224,-0.69018525,0.59408087,False
268,0,2,26,1,53,1,6263.96,5,18,27,489.59027777777777,0.19990563,1.1175706,False
269,1,1,72,2,18,1,7460.33,2,16,6,636.6659722222222,-0.12573086,0.9260538,False
270,1,2,61,2,98,1,4233.82,0,16,34,436.6347222222222,-0.6316504,0.628507,False
271,1,0,42,1,246,1,8303.9,1,16,22,521.6361111111111,-0.4532238,0.73344517,False
272,1,2,28,3,205,1,314.28,4,18,13,586.5694444444445,0.33122623,1.1948043,False
273,1,2,35,0,180,1,5241.23,4,16,21,530.6715277777778,-0.74702054,0.5606543,False
274,0,0,54,1,174,5,323.69,5,16,51,319.66875,6.9676523,5.0978904,True
275,1,1,46,0,128,1,6863.06,0,16,44,369.6375,-0.42585483,0.7495417,False
276,1,2,76,2,20,1,3877.73,0,18,17,559.5645833333333,0.52259934,1.3073567,False
277,1,1,69,2,253,1,4046.58,1,16,36,425.6333333333333,-0.35957053,0.7885255,False
278,1,0,72,2,117,1,2409.73,5,17,52,314.61944444444447,0.14741047,1.0866966,False
279,1,1,58,1,54,1,5211.88,6,16,42,384.6645833333333,-0.5000314,0.70591617,False
280,1,0,45,1,152,1,6217.86,5,16,47,346.6638888888889,-0.4600541,0.72942805,False
281,1,2,25,3,109,1,5978.12,2,17,6,633.5958333333333,-0.27772996,0.8366585,False
282,0,2,26,3,66,1,1671.66,3,16,2,664.6354166666666,0.68225724,1.4012564,False
283,0,1,58,0,198,2,8421.88,2,16,28,482.6465277777778,-0.023459958,0.9862025,False
284,1,1,53,0,52,1,14611.9,5,17,41,391.59930555555553,0.24594769,1.1446494,False
285,1,0,64,0,28,1,8253.52,2,16,51,320.6402777777778,0.33153978,1.1949887,False
286,1,1,63,2,129,1,4489.79,3,16,3,654.6631944444445,-0.57226056,0.663436,False
287,0,1,37,0,96,1,11903.82,5,16,18,548.6715277777778,0.06592085,1.0387701,False
288,0,2,22,3,234,1,483.02,1,16,28,482.64375,0.5169357,1.3040258,False
289,1,1,21,3,17,1,816.08,1,18,39,401.55069444444445,0.3363308,1.1978065,False
290,1,0,25,3,80,1,578.06,4,17,29,471.63055555555553,-0.59064776,0.6526219,False
291,1,2,25,3,126,1,477.3,6,18,29,471.5541666666667,0.30421996,1.1789211,False
292,1,0,53,2,87,1,3133.85,5,18,41,391.57152777777776,-0.2513333,0.85218316,False
