,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionDate_hour,TransactionWeekNumber,DaysSinceLastPurchase,MSE_VAE_zscores,MSE_VAE,MSE_VAE_Fraud
39,1,2,55,2,216,1,1019.39,1,17,4,649.6180555555555,0.08247046,1.051265,False
40,1,0,63,2,119,1,4323.66,1,18,31,461.56111111111113,-0.5615562,0.6697619,False
41,1,2,38,0,19,1,14214.48,5,16,2,664.6652777777778,1.4178419,1.8423011,False
42,0,2,57,0,116,1,13357.02,3,18,16,563.55,0.8888837,1.5289613,False
43,1,0,19,3,117,1,241.79,2,16,15,571.6701388888889,-0.31557092,0.8154766,False
44,1,1,27,3,33,1,868.61,3,16,30,466.63680555555555,-0.66639125,0.6076606,False
45,1,1,74,2,90,1,4673.28,5,17,40,396.5986111111111,-0.6843762,0.59700686,False
46,1,1,26,3,75,1,1509.27,4,16,50,326.67291666666665,-0.09625907,0.9453907,False
47,1,2,19,3,105,1,781.7,5,16,41,391.65416666666664,0.0067276787,1.0063971,False
48,1,2,26,3,138,1,265.51,1,16,48,342.6402777777778,0.11509802,1.0705926,False
49,0,2,41,1,175,1,1335.09,0,16,13,587.6395833333333,0.19012077,1.115034,False
50,0,2,69,2,121,1,3907.54,1,16,7,629.6305555555556,0.24718177,1.1488353,False
51,1,2,51,1,264,1,5183.85,3,17,8,621.6,-0.156405,0.90976197,False
52,1,1,67,0,145,1,14904.9,0,16,23,515.6395833333333,0.3709857,1.2221732,False
53,1,1,28,3,142,1,918.88,2,16,36,423.63680555555555,-0.82211334,0.51541525,False
54,1,0,62,2,90,1,4477.78,4,17,13,585.5993055555556,-0.84144825,0.5039618,False
55,1,1,25,3,83,1,1324.03,3,17,31,457.59444444444443,-0.876387,0.4832651,False
56,0,1,57,2,52,1,3534.93,3,17,50,325.59513888888887,-0.12125569,0.9305834,False
57,0,1,68,2,61,1,4638.37,1,17,9,611.6041666666666,-0.13412674,0.92295897,False
58,1,1,48,1,28,1,5630.61,1,16,23,513.6590277777777,-1.0547603,0.3776018,False
59,1,1,23,3,51,1,930.3,5,16,40,398.65,-0.24129206,0.8594773,False
60,1,0,46,1,152,1,5499.91,0,18,40,394.55694444444447,-0.23845507,0.86115783,False
61,1,1,79,2,227,2,4175.02,5,16,20,537.6694444444445,0.08346399,1.0518535,False
62,1,2,48,1,226,1,6651.62,2,16,45,362.6388888888889,-0.3400261,0.80099005,False
63,0,1,56,1,104,1,8458.29,2,17,22,523.6006944444445,-0.8484997,0.49978474,False
64,1,2,50,0,124,1,13988.12,5,16,44,367.6736111111111,0.3979767,1.2381619,False
65,0,1,42,1,186,1,2585.07,5,17,13,585.6326388888889,-0.29705486,0.826445,False
66,1,1,56,2,225,1,3014.75,4,16,17,558.6659722222222,-0.8037186,0.52631176,False
67,1,1,25,3,128,1,1951.42,6,18,16,565.5638888888889,0.12959561,1.0791806,False
68,0,2,60,1,16,1,3665.77,1,16,6,633.6479166666667,0.3805593,1.2278444,False
69,0,1,32,1,103,1,977.01,2,16,46,356.6430555555556,-0.23426554,0.8636396,False
70,1,0,44,1,220,1,3846.28,4,16,29,474.66527777777776,-0.8776507,0.4825165,False
71,1,2,35,1,135,1,6374.82,3,17,2,660.63125,-0.30125022,0.82395977,False
72,1,0,62,2,55,1,5866.01,6,18,27,488.5777777777778,-0.12088118,0.93080527,False
73,0,2,26,3,280,1,6537.62,2,16,42,380.6347222222222,0.8307203,1.494507,False
74,1,1,20,3,24,1,605.95,0,16,40,396.6458333333333,0.11746321,1.0719937,False
75,1,0,37,1,51,1,6689.87,3,17,52,311.6097222222222,-0.31055984,0.818445,False
76,1,2,22,3,113,1,634.17,2,17,24,510.59375,-0.5598726,0.6707592,False
77,1,1,44,0,69,1,14676.05,5,16,11,601.6520833333333,0.32652655,1.1958369,False
78,1,1,19,3,77,1,1362.39,0,18,51,321.55555555555554,0.7074827,1.4215045,False
79,1,2,50,0,67,1,10528.34,4,18,29,475.5527777777778,-0.11376068,0.93502325,False
80,1,0,38,1,102,1,552.52,3,18,25,503.57430555555555,-0.62199557,0.63395935,False
81,0,2,58,1,80,1,6451.96,2,17,43,377.62152777777777,-0.2807765,0.8360878,False
82,1,0,63,2,87,1,4715.84,5,16,4,650.6520833333333,-0.051713634,0.97177815,False
83,1,2,49,0,170,1,7176.86,3,16,45,363.64930555555554,-0.39801523,0.76663893,False
84,1,2,34,0,157,1,1523.72,3,16,27,489.6451388888889,-0.7576671,0.5535914,False
85,0,2,54,1,30,1,8654.28,0,17,39,401.6138888888889,0.20838417,1.1258527,False
86,1,1,64,0,69,1,9869.93,6,17,42,380.6145833333333,-0.039678633,0.97890735,False
87,1,0,48,0,115,1,10556.81,1,17,35,433.6277777777778,-0.5661925,0.6670155,False
88,0,2,58,0,179,1,12883.91,3,18,25,500.56388888888887,0.8325194,1.4955727,False
89,1,2,24,3,100,1,791.65,2,16,47,349.65277777777777,-0.053166896,0.9709173,False
90,0,2,60,2,34,1,4064.02,2,16,37,416.6381944444444,-0.19936839,0.8843117,False
91,1,0,53,1,55,4,2929.91,2,16,40,398.64722222222224,2.753297,2.6333869,True
92,1,1,21,3,135,1,618.05,4,18,13,587.5791666666667,-0.022542182,0.9890585,False
93,1,2,19,3,260,1,1375.8,2,16,51,318.6465277777778,1.0119778,1.6018788,False
94,1,0,29,1,72,1,1143.52,2,16,9,612.66875,-0.5306415,0.6880749,False
95,0,1,51,1,127,1,7708.41,3,16,26,496.66180555555553,-0.9002971,0.46910146,False
96,0,1,27,3,185,1,1872.96,4,17,16,565.6131944444444,-0.23149124,0.865283,False
97,1,0,57,1,78,1,201.04,5,17,29,475.62708333333336,-0.7251781,0.57283694,False
98,1,1,71,2,133,1,2115.8,1,17,35,429.6118055555556,-0.826487,0.5128244,False
99,1,1,37,0,175,1,7643.66,2,16,37,419.6590277777778,-0.869259,0.4874875,False
100,1,1,30,1,24,1,8901.93,5,17,4,649.6166666666667,-0.156291,0.9098295,False
101,0,2,20,3,167,1,9383.43,4,16,32,450.6611111111111,0.13073263,1.0798541,False
102,0,1,55,0,164,1,1181.31,4,18,42,384.56597222222223,0.279852,1.1681882,False
103,1,1,27,1,146,1,9418.86,2,16,8,618.6520833333333,-0.62390935,0.6328257,False
104,1,0,32,1,235,1,7954.92,0,16,1,671.6458333333334,0.60527897,1.3609619,False
105,1,2,46,1,51,1,9418.08,4,16,48,339.65208333333334,-0.26688907,0.84431434,False
106,1,2,59,2,80,1,6144.68,3,16,44,368.63680555555555,-0.68938816,0.5940379,False
107,1,1,27,3,17,1,420.65,5,16,10,608.6416666666667,0.087835945,1.0544434,False
108,1,2,22,3,35,1,447.82,3,18,48,342.5673611111111,0.6326457,1.3771732,False
109,1,0,63,2,147,1,7981.45,4,16,31,461.6479166666667,-0.94119805,0.4448729,False
110,1,0,53,2,73,1,1829.9,1,16,47,347.6625,-0.36931628,0.7836394,False
111,1,0,25,3,180,1,985.06,4,16,12,593.6534722222223,-0.121510155,0.9304327,False
112,0,2,51,1,174,1,8849.26,0,18,16,563.5694444444445,0.46701896,1.2790606,False
113,0,0,78,2,282,1,3528.72,3,17,9,613.5951388888889,1.0369968,1.6166993,False
114,1,2,40,1,104,1,480.16,0,16,6,632.6347222222222,-0.025817977,0.987118,False
115,1,2,47,0,107,1,12145.27,3,16,29,471.6430555555556,-0.5079412,0.70152193,False
116,0,2,68,0,47,1,13546.75,6,17,41,391.63194444444446,1.4960147,1.8886085,False
117,0,0,43,1,122,2,5688.37,1,16,1,307.6479166666667,0.54038066,1.322518,False
118,1,2,26,1,62,1,8346.64,0,16,27,485.66319444444446,-0.47663847,0.72006476,False
119,1,1,39,1,167,1,6481.04,4,17,21,531.6256944444444,-1.3310882,0.21391301,False
120,1,0,69,2,121,1,1651.33,2,16,33,445.66041666666666,-0.7636161,0.55006737,False
121,0,2,46,0,165,1,11174.94,4,16,46,352.6722222222222,0.5467564,1.3262948,False
122,1,2,27,3,91,1,145.5,5,17,21,531.6125,-0.3620692,0.78793234,False
123,1,2,41,1,61,1,4172.57,5,17,34,436.6145833333333,-0.8710506,0.48642623,False
124,1,0,56,2,41,1,5558.36,4,16,48,342.64722222222224,-0.3429919,0.7992332,False
125,0,2,70,0,247,1,11151.53,5,17,31,457.60069444444446,0.9193345,1.5469995,False
126,1,1,57,0,158,1,1415.52,4,16,36,426.6402777777778,-0.8193751,0.51703733,False
127,1,2,26,3,80,1,1103.64,3,17,32,452.6076388888889,-0.67918015,0.60008484,False
128,1,2,26,3,108,1,303.68,1,16,36,423.6666666666667,-0.290846,0.83012295,False
129,1,1,58,0,144,1,5541.57,3,16,28,481.6458333333333,-1.1622652,0.313919,False
130,1,1,33,1,105,1,6309.8,1,17,27,489.6201388888889,-1.3566202,0.1987886,False
131,0,1,78,2,40,1,5133.61,5,17,39,405.62361111111113,0.034892324,1.0230811,False
132,1,2,47,1,273,1,9344.98,2,17,47,349.62361111111113,0.15462875,1.0940095,False
133,0,1,23,3,254,1,1117.97,4,17,46,352.61319444444445,0.55780953,1.3328424,False
134,1,0,56,0,75,1,11835.35,3,16,34,440.6409722222222,-0.40084004,0.7649656,False
135,1,0,50,0,124,1,14401.17,5,16,42,384.6333333333333,0.27108574,1.1629953,False
136,1,2,18,3,68,1,1748.69,1,17,25,502.6152777777778,-0.32097584,0.8122749,False
137,1,1,21,3,18,1,1000.46,3,16,3,657.6361111111111,0.23735861,1.1430163,False
138,1,2,69,0,118,1,6810.05,2,16,47,347.6673611111111,-0.07209097,0.9597072,False
139,1,2,23,3,120,1,263.98,2,16,35,429.6659722222222,-0.51195854,0.69914216,False
140,1,2,30,0,246,1,5442.76,3,18,43,377.56319444444443,0.3609977,1.2162566,False
141,1,0,80,2,21,1,2037.85,4,16,43,377.6388888888889,0.03828021,1.025088,False
142,1,0,18,3,294,1,341.94,5,17,27,489.6034722222222,0.64403474,1.3839197,False
143,0,2,66,2,17,1,1066.59,5,16,43,376.6458333333333,0.5230788,1.3122689,False
144,0,1,69,2,166,1,6077.96,1,16,39,405.63402777777776,-0.24136783,0.8594324,False
145,1,0,20,3,92,1,1659.15,1,17,7,626.5902777777778,0.054051448,1.0344304,False
146,1,1,77,2,296,1,2042.22,5,17,35,431.6166666666667,0.36483052,1.2185271,False
147,1,2,41,0,142,5,421.93,4,18,15,570.5645833333333,6.3324966,4.753603,True
148,1,0,66,0,141,1,10113.66,4,16,30,464.6534722222222,-0.44538438,0.7385788,False
149,1,2,54,2,92,1,4446.17,6,17,6,636.6,-0.124395445,0.9287235,False
150,1,2,80,2,113,1,6452.77,3,18,30,468.5840277777778,-0.19125627,0.88911706,False
151,0,1,35,1,293,1,2788.2,2,16,47,349.65208333333334,0.59469837,1.3546942,False
152,1,2,20,3,160,1,596.16,2,16,41,391.6361111111111,-0.18782814,0.8911478,False
153,1,1,61,0,265,1,12904.66,3,16,44,366.64166666666665,0.45922711,1.2744449,False
154,1,0,37,1,245,1,9062.4,3,16,7,627.6444444444444,-0.037062503,0.98045707,False
155,0,2,36,1,171,1,9009.56,5,17,36,426.59166666666664,-0.187579,0.8912954,False
156,0,2,20,3,72,1,1152.2,6,16,30,465.65972222222223,0.47112066,1.2814903,False
157,0,1,68,0,129,1,12168.37,2,16,16,566.6666666666666,0.13583004,1.0828737,False
158,1,1,23,3,122,1,611.86,5,17,38,411.60625,-0.47600123,0.72044224,False
159,1,2,62,0,99,1,8670.53,0,16,22,522.6451388888889,-0.25368366,0.85213685,False
160,0,2,53,0,177,1,10098.86,1,17,41,391.61597222222224,0.2607776,1.1568891,False
161,1,1,33,0,285,1,5307.74,0,16,2,664.6625,0.9051915,1.5386215,False
162,0,1,56,2,53,1,1047.28,3,18,21,527.5791666666667,-0.2534795,0.8522578,False
163,1,1,70,0,125,1,6921.48,1,17,33,447.6,-0.7914332,0.5335893,False
164,1,1,51,2,137,1,1475.46,3,18,47,345.5541666666667,-0.3522438,0.7937526,False
165,1,0,34,1,165,1,112.76,6,18,5,642.5701388888889,0.5540751,1.3306302,False
166,1,1,75,2,268,1,5669.66,2,16,7,628.6673611111111,0.22837885,1.137697,False
167,0,2,53,2,162,2,1309.95,3,17,18,551.6291666666667,-0.18185239,0.89468765,False
168,1,1,31,1,36,1,4057.1,2,17,49,335.62569444444443,-0.6376221,0.62470263,False
169,1,0,22,3,109,1,1585.98,1,17,20,537.6118055555555,-0.5559424,0.67308736,False
170,1,1,31,1,17,1,6825.55,3,16,12,594.6326388888889,-0.7125068,0.58034307,False
171,1,1,56,2,96,1,5516.5,1,18,34,436.5875,-0.7634311,0.550177,False
172,1,2,76,2,43,1,5343.3,0,17,20,538.6118055555555,-0.15483533,0.9106918,False
173,1,1,22,3,36,1,903.05,0,16,22,524.6361111111111,-0.11579271,0.93381953,False
174,1,2,24,3,19,1,1806.16,1,16,12,592.6645833333333,0.116060965,1.071163,False
175,1,1,26,3,14,1,787.74,5,16,20,534.6381944444445,-0.22229926,0.8707281,False
176,1,0,29,1,106,1,2429.68,5,18,6,632.5861111111111,0.1061563,1.0652958,False
177,1,0,19,3,164,1,770.37,4,16,21,531.6583333333333,-0.36498588,0.7862046,False
178,1,2,71,2,46,1,1182.77,1,16,51,321.6388888888889,0.41078103,1.2457469,False
179,0,2,54,1,54,1,726.55,0,16,47,348.63125,0.58357155,1.348103,False
180,1,2,41,0,123,1,14464.3,2,17,29,473.62847222222223,-0.10834902,0.93822896,False
181,1,0,58,0,82,1,12046.3,6,16,16,564.65,0.20412108,1.1233274,False
182,1,1,73,2,100,1,7885.64,2,16,46,356.6645833333333,-0.50526655,0.7031063,False
183,0,1,19,3,201,1,1952.35,4,16,14,576.6472222222222,0.12119381,1.0742036,False
184,1,0,59,0,299,1,7328.52,4,16,1,670.6416666666667,1.0924095,1.6495242,False
185,1,0,59,1,109,1,3210.39,2,16,5,643.6618055555556,-0.43146104,0.7468266,False
186,1,2,78,2,57,1,5726.2,0,16,36,424.6402777777778,-0.0415062,0.97782475,False
187,1,0,62,2,52,1,1363.65,6,16,9,612.6673611111111,0.08530494,1.0529441,False
188,0,0,60,1,245,1,1241.99,5,17,43,377.61597222222224,0.4577142,1.2735487,False
189,1,0,38,0,235,1,7873.28,4,16,1,669.6722222222222,0.46591577,1.2784071,False
190,1,1,79,2,165,1,5674.32,0,17,28,482.59513888888887,-0.5312877,0.6876921,False
191,0,1,49,0,141,1,9840.04,3,17,38,412.62638888888887,-0.4156088,0.756217,False
192,0,1,43,0,101,1,10328.23,5,16,37,419.65555555555557,-0.056894075,0.9687094,False
193,0,2,25,3,24,1,293.24,4,17,4,646.6076388888889,0.91334814,1.5434533,False
194,1,1,52,1,132,1,7486.63,1,17,27,489.59722222222223,-1.3237196,0.21827795,False
195,0,1,50,0,131,1,11385.37,4,16,13,587.6444444444444,-0.039162755,0.97921294,False
196,1,1,69,2,165,1,7264.79,3,16,34,440.66180555555553,-0.9997427,0.41019267,False
197,1,1,62,2,75,1,2762.48,5,17,30,468.63125,-1.0546095,0.37769118,False
198,1,2,62,2,32,1,6675.03,1,17,43,376.62361111111113,-0.44090486,0.74123234,False
199,1,1,53,2,236,1,7432.99,2,16,31,461.65486111111113,-0.9234303,0.45539796,False
200,1,0,19,3,14,1,1057.0,3,17,24,510.6090277777778,-0.30648148,0.8208609,False
201,1,2,43,0,161,1,5956.89,4,16,48,339.6375,-0.29137987,0.8298067,False
202,1,1,59,1,151,1,7261.59,2,18,46,354.5493055555556,-0.40405586,0.7630606,False
203,1,1,64,2,107,1,4943.16,2,16,5,643.6722222222222,-0.6143315,0.6384993,False
204,1,1,60,1,100,1,8127.48,6,16,21,528.6513888888888,-0.76299304,0.55043644,False
205,1,0,68,2,63,1,1748.02,4,16,34,437.6409722222222,-0.64074576,0.62285227,False
206,1,0,31,1,108,1,9660.22,0,16,18,549.65625,-0.4840733,0.7156606,False
207,1,0,46,1,143,1,6371.51,5,17,6,636.6006944444445,-0.478868,0.71874404,False
208,1,0,54,0,214,1,9442.47,1,18,7,625.5770833333333,0.48792645,1.2914456,False
209,0,0,63,2,61,1,5959.2,4,17,32,454.6111111111111,-0.53973526,0.682688,False
210,1,0,65,0,158,1,13531.22,2,16,8,618.65625,0.5154099,1.307726,False
211,1,0,40,0,145,1,11500.62,5,16,31,461.6715277777778,-0.26049414,0.8481025,False
212,1,0,61,2,72,1,1389.37,1,16,49,332.65763888888887,-0.17665324,0.8977675,False
213,1,0,55,1,171,1,6706.56,6,18,12,594.5722222222222,0.02607617,1.0178586,False
214,0,2,57,0,149,1,7175.29,4,18,9,611.5888888888888,0.5341056,1.3188008,False
215,1,0,25,3,202,1,420.67,1,16,21,529.6541666666667,-0.18623209,0.89209324,False
216,1,1,75,2,99,1,7323.53,3,16,21,531.6611111111112,-0.93577474,0.4480855,False
217,1,0,50,0,106,1,8395.85,5,16,34,440.6722222222222,-0.62915456,0.62971854,False
218,0,2,33,1,161,1,5140.93,1,18,27,485.5861111111111,-0.09589101,0.94560874,False
219,1,0,63,0,180,1,7945.57,4,17,1,667.63125,0.18047087,1.1093177,False
220,1,1,44,0,42,1,5873.54,1,16,42,381.6423611111111,-0.58986926,0.65299004,False
221,0,2,76,2,37,1,3074.45,2,16,48,341.6381944444444,0.62751144,1.3741318,False
222,1,0,64,2,131,1,6155.76,4,17,28,482.62152777777777,-1.0885458,0.35758823,False
223,1,2,28,1,15,1,8318.29,1,18,26,496.5708333333333,-0.006616091,0.99849266,False
224,1,0,58,1,64,1,230.09,5,16,2,660.64375,0.26693073,1.160534,False
225,1,1,57,2,119,1,2513.56,4,16,51,320.6354166666667,-0.52360463,0.69224334,False
226,1,1,41,0,292,1,10090.05,5,16,39,402.66041666666666,0.34262583,1.2053736,False
227,1,0,22,3,176,1,480.19,3,16,2,664.6354166666666,0.38373992,1.2297285,False
228,1,0,48,0,85,1,1120.88,5,16,45,362.6423611111111,-0.27473968,0.83966386,False
229,1,0,21,3,62,1,370.81,5,18,48,340.5840277777778,0.7845068,1.4671314,False
230,1,0,43,0,159,1,13498.55,0,16,44,367.6458333333333,0.4552796,1.2721065,False
231,1,1,40,0,124,3,14804.7,3,18,8,622.5611111111111,2.1051788,2.24946,True
232,0,1,46,1,35,1,3057.4,0,18,43,377.55,0.333861,1.2001816,False
233,1,0,51,0,141,1,14942.78,3,16,4,650.6381944444445,0.65877444,1.3926511,False
234,1,0,39,0,49,1,14143.32,6,18,46,356.5736111111111,1.2973354,1.7709165,False
235,0,0,56,2,161,1,6736.3,1,17,38,411.61875,-0.40905872,0.7600971,False
236,1,1,48,1,10,1,3313.07,4,16,48,342.6701388888889,-0.47649047,0.72015244,False
237,1,1,54,0,14,1,829.71,4,17,10,604.5979166666667,-0.308042,0.8199365,False
238,0,2,53,2,170,1,1540.87,0,16,3,656.66875,0.62728846,1.3739997,False
239,0,2,32,1,144,1,6820.23,2,16,18,549.6416666666667,-0.40562767,0.76212955,False
240,1,2,35,0,85,1,13475.14,6,17,1,667.6222222222223,1.2558186,1.7463231,False
241,1,1,32,1,130,1,714.45,4,17,6,636.5923611111111,-0.63049364,0.6289253,False
242,1,0,21,3,282,1,1306.91,5,17,43,377.62152777777777,0.6814905,1.4061074,False
243,0,2,56,1,189,1,7255.33,2,16,31,461.66319444444446,-0.41316774,0.757663,False
244,1,1,59,2,156,1,1153.84,5,16,1,307.66875,-0.062285516,0.9655157,False
245,0,1,77,2,55,1,6647.73,5,17,8,622.6118055555555,0.3144312,1.188672,False
246,1,1,22,3,81,1,8709.77,1,17,45,363.6145833333333,-0.34420344,0.7985155,False
247,1,2,23,3,74,1,857.9,3,16,42,381.66319444444446,-0.21670185,0.8740438,False
248,0,2,53,0,185,1,509.45,2,16,37,418.6423611111111,0.082151294,1.0510759,False
249,1,0,51,1,158,1,2812.06,5,16,2,664.6680555555556,-0.14177419,0.91842884,False
250,1,2,57,1,118,1,6179.91,3,18,36,426.5805555555556,-0.5849693,0.65589267,False
251,0,1,26,1,134,1,6609.3,1,16,5,643.6652777777778,-0.051734965,0.9717655,False
252,1,1,67,2,143,1,3484.32,3,16,51,317.65416666666664,-0.39628497,0.7676639,False
253,1,0,18,3,13,1,754.21,4,16,35,431.6659722222222,0.05334147,1.0340098,False
254,1,2,18,3,65,1,751.09,5,16,52,314.63402777777776,0.6032889,1.359783,False
255,0,1,39,0,86,1,8510.09,5,16,19,545.6430555555555,-0.22369528,0.8699011,False
256,1,2,58,0,13,1,1508.72,0,16,27,488.65208333333334,-0.06617802,0.96320987,False
257,1,2,18,3,148,1,511.37,4,17,7,629.6194444444444,0.091931194,1.0568693,False
258,1,0,59,0,215,1,12648.32,2,16,36,424.65277777777777,0.016814267,1.0123721,False
259,0,1,54,1,44,1,233.21,1,18,21,527.5798611111111,0.06319361,1.039846,False
260,1,0,23,3,154,1,1092.92,5,17,38,412.6111111111111,-0.30401748,0.8223205,False
261,1,0,59,1,161,1,6711.15,2,18,33,447.5798611111111,-0.65727586,0.6130603,False
262,0,2,25,3,61,1,459.37,1,18,6,634.5756944444445,1.2427664,1.7385913,False
263,1,1,79,2,30,1,6994.34,5,16,29,473.6347222222222,-0.36099517,0.78856856,False
264,1,1,43,1,168,1,7071.09,5,16,31,461.6736111111111,-1.1188798,0.33961925,False
265,1,0,44,1,156,1,9045.19,2,18,14,578.5631944444444,-0.45775434,0.7312512,False
266,0,2,79,2,129,4,5238.71,4,16,16,566.6388888888889,3.6018934,3.1360712,True
267,1,2,43,1,22,1,9642.12,4,16,27,485.64722222222224,-0.66965175,0.60572916,False
268,0,2,26,1,53,1,6263.96,5,18,27,489.59027777777777,0.2707026,1.1627684,False
269,1,1,72,2,18,1,7460.33,2,16,6,636.6659722222222,-0.1915845,0.88892263,False
270,1,2,61,2,98,1,4233.82,0,16,34,436.6347222222222,-0.669404,0.60587597,False
271,1,0,42,1,246,1,8303.9,1,16,22,521.6361111111111,-0.48743814,0.71366733,False
272,1,2,28,3,205,1,314.28,4,18,13,586.5694444444445,0.35511947,1.2127745,False
273,1,2,35,0,180,1,5241.23,4,16,21,530.6715277777778,-0.70045435,0.5874826,False
274,0,0,54,1,174,5,323.69,5,16,51,319.66875,6.9223247,5.103,True
275,1,1,46,0,128,1,6863.06,0,16,44,369.6375,-0.43247467,0.74622613,False
276,1,2,76,2,20,1,3877.73,0,18,17,559.5645833333333,0.50625265,1.3023015,False
277,1,1,69,2,253,1,4046.58,1,16,36,425.6333333333333,-0.38502404,0.77433455,False
278,1,0,72,2,117,1,2409.73,5,17,52,314.61944444444447,0.14055799,1.0856744,False
279,1,1,58,1,54,1,5211.88,6,16,42,384.6645833333333,-0.5049549,0.70329094,False
280,1,0,45,1,152,1,6217.86,5,16,47,346.6638888888889,-0.46912283,0.7245168,False
281,1,2,25,3,109,1,5978.12,2,17,6,633.5958333333333,-0.31096533,0.8182048,False
282,0,2,26,3,66,1,1671.66,3,16,2,664.6354166666666,0.7203253,1.4291121,False
283,0,1,58,0,198,2,8421.88,2,16,28,482.6465277777778,-0.023840487,0.9882894,False
284,1,1,53,0,52,1,14611.9,5,17,41,391.59930555555553,0.18518513,1.1121103,False
285,1,0,64,0,28,1,8253.52,2,16,51,320.6402777777778,0.23353986,1.1407542,False
286,1,1,63,2,129,1,4489.79,3,16,3,654.6631944444445,-0.5467631,0.6785249,False
287,0,1,37,0,96,1,11903.82,5,16,18,548.6715277777778,0.11684862,1.0716296,False
288,0,2,22,3,234,1,483.02,1,16,28,482.64375,0.5271302,1.3146688,False
289,1,1,21,3,17,1,816.08,1,18,39,401.55069444444445,0.27757517,1.1668395,False
290,1,0,25,3,80,1,578.06,4,17,29,471.63055555555553,-0.64348555,0.6212293,False
291,1,2,25,3,126,1,477.3,6,18,29,471.5541666666667,0.3062258,1.1838113,False
292,1,0,53,2,87,1,3133.85,5,18,41,391.57152777777776,-0.21517695,0.87494713,False
